,Company_Name,Location,Industry,Investor,Amount,Funding_Stage,Year
1850,Questt,Gurugram,EdTech,"Chiratae Ventures, AET Fund","$1,000,000",Seed,2021
1851,DealShare,Jaipur,E-commerce,"Omidyar Network, Falcon Edge Capital","$3,000,000",Debt,2021
1852,Euler Motors,Delhi,Automotive,"Jetty Ventures, Srinivas Anumolu","$4,000,000",Series A,2021
1853,Blume Ventures,Mumbai,FinTech,Avendus,"$40,000,000",,2021
1854,KoineArth,Bangalore,Blockchain startup,YourNest,"$1,800,000",Pre-series A,2021
1855,ImaginXP,Pune,EdTech,Venture Catalysts,"$1,500,000",,2021
1856,Virohan,Gurugram,EdTech,"National Skill Development Corporation, Rianta Capital",Undisclosed,,2021
1857,Apna.co,Bangalore,Recruitment,"Sequoia Capital India, Rocketship.vc","$12,500,000",,2021
1858,ideaForge,Mumbai,Drone,"Infosys, Qualcomm Ventures","$2,000,000",,2021
1859,Clairco,Bangalore,CleanTech,"Real Estate Accelerator Program (REAP), AngelList","$500,000",,2021
1860,Northern Arc,Chennai,FinTech,"Asian Development Bank, U.S. International Development Finance Corp","$50,000,000",Debt,2021
1861,Lenskart,Faridabad,Fashion,"Kohlberg Kravis Roberts, Temasek Holdings","$95,000,000",,2021
1862,ParkSmart,Delhi,Automotive,"Shireen Rangaswamy, Dilesh Gathani",Undisclosed,Seed,2021
1863,Virohan,Gurugram,EdTech,"Rebright Partners, Wadhwani Foundation","$3,000,000",Series A,2021
1864,BankSathi,Delhi,FinTech,"Dinesh Godara, Aditya Talwar","$200,000",Seed,2021
1865,Spark Studio,Bangalore,EdTech,Better Capital,Undisclosed,Seed,2021
1866,BlissClub,Bangalore,Fashion,Elevation Capital,"$2,000,000",Seed,2021
1867,BricSpaces,Bangalore,Real estate,Angel investors,"$350,000",Pre-seed,2021
1868,ANSR,Bangalore,Consulting,"Sistema Asia Capital, Evolvence India Fund","$15,000,000",Series B,2021
1869,Keito,Pune,AI company,"Rajesh Agarwal, Nandkishore Mundada",Undisclosed,Seed,2021
1870,Reccy Adventures,Gurugram,Sports startup,"Kallol Banerjee, Jaydeep Barman","$400,000",Seed,2021
1871,Magenta EV,Mumbai,Renewable Energy,"JITO Angel Network, LetsVenture","$15,000,000",Series A,2021
1872,Karbon Card,Bangalore,FinTech,"MyAsia VC, Orios Venture Partners","$1,000,000",Pre-series A,2021
1873,Wysa,Bangalore,AI company,"W Health Ventures, Pi Ventures","$5,000,000",Series A,2021
1874,Agnikul,Chennai,SpaceTech,"Artha India Ventures, Sriram Krishnan","$11,000,000",Series A,2021
1875,LegalPay,Delhi,FinTech,9Unicorns,Undisclosed,Seed,2021
1876,Glamplus,Bangalore,SaaS startup,Inflection Point Ventures,"$200,000",Pre-series A,2021
1877,Tekie,Gurugram,EdTech,"GSV, Multiply Ventures","$1,500,000",Seed,2021
1878,Asirvad Microfinance,Chennai,FinTech,"WorldBusiness Capital, Northern Arc","$15,000,000",,2021
1879,Avalon Labs,Bangalore,FinTech,"Tanglin Ventures, Better Capital, Whiteboard Capital",Undisclosed,Pre-series A,2021
1880,Betterhalf.ai,Bangalore,Matrimony,"Y Combinator, Rehan A Khan","$3,000,000",Pre-series A,2021
1881,Koo,Bangalore,Social Media,"Balaji Srinivasan, Naval Ravikant","$30,000,000",Series B,2021
1882,Rezo.ai,Noida,AI startup,"Devesh Sachdev, Bhavesh Manglani",Undisclosed,Seed,2021
1883,Mentoria,Mumbai,EdTech,"Pradeep K Jaisingh, Jayant Mehrotra","$200,000",Pre-series A,2021
1884,Cuvette Tech,Bangalore,Human Resources,"Varun Alagh, Harish Daiya","$1,800,000",Seed,2021
1885,Clensta,Delhi,BioTechnology,"IAN Fund, World Startup Factory","$600,000",,2021
1886,FarMart,Gurugram,AgriTech,"Omidyar Network India, Avaana Capital","$24,000,000",Pre-series A,2021
1887,Kodo Card,Mumbai,FinTech,"Brex, Y-Combinator","$8,000,000",Seed,2021
1888,Polygon,Mumbai,Crypto,"Mark Cuban, MiH Ventures",Undisclosed,,2021
1889,Get My Parking,Delhi,Mobility,"IvyCap Ventures, IAN Fund","$6,000,000",,2021
1890,Cellestial,Hyderabad,Electronics,"Gurj Aujla, Ashik K","$500,000",Pre-series A,2021
1891,FanCode,Mumbai,Sports startup,Dream Sports,"$50,000,000",,2021
1892,Jai Kisan,Mumbai,FinTech,"The Chatterjee Group, Prophetic Ventures","$30,000,000",Series A,2021
1893,Plum,Bangalore,HealthCare,"Harsh Jain, Lalit Keshre","$15,000,000",Series A,2021
1894,ThatMate,Satara,HealthCare,"Supriya Kumari, Premanshu Singh","$140,000",,2021
1895,Klassroom,Mumbai,EdTech,ah! Ventures,"$200,000",Pre-series A,2021
1896,Convin,Bangalore,SaaS startup,"9Unicorns Accelerator Fund, Sunder Nookala","$300,000",Pre-seed,2021
1897,Mensa Brands,Bangalore,Clothing,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners","$50,000,000",Series A,2021
1898,Disruptium,Ahmadabad,Consulting,Pravesh Mehta,"$200,000",,2021
1899,MedTel Healthcare,Bengaluru,HealthCare,,"$5,000,000",Pre-series A,2021
1900,Pickright Technologies,Bangalore,FinTech,"Gaurav Gupta, Vivek Srivatsav","$200,000",,2021
1901,Ingenium,Delhi,EdTech,Lead Angels,Undisclosed,Seed,2021
1902,BharatPe,Delhi,FinTech,"Amplo, Insight Partners","$6,000,000",Debt,2021
1903,RuleZero,Bangalore,Tech Startup,"Induslaw, Reddy Futures","$1,000,000",Seed,2021
1904,Rubix Data Sciences,Mumbai,IT startup,,"$800,000",Seed,2021
1905,Locobuzz,Mumbai,Analytics,Yuj Ventures,"$4,000,000",Series A,2021
1906,We Founder Circle,Mumbai,FinTech,Geekster,"$2,000,000",Pre-seed,2021
1907,Haqdarshak,Jaipur,Finance,"Manish Subramaniam, Upaya Social Ventures","$800,000",Pre-series A,2021
1908,Celcius,Mumbai,Logistics,Eaglewings Ventures,Undisclosed,Seed,2021
1909,Enthu.ai,Chandigarh,AI startup,Appit Simple Infotek,"$200,000",,2021
1910,Myelin Foundry,Bangalore,AI startup,Beyond Next Ventures,"$1,000,000",Pre-series A,2021
1911,SuperOps.ai,Chennai,AI startup,"Ramakant Sharma, Elevation Capital","$3,000,000",Seed,2021
1912,6Degree,Mumbai,Retail,"Keiretsu Forum, SucSEED Venture Partners","$1,000,000",,2021
1913,Teachmint,Bangalore,EdTech,"Lightspeed India Partners, CM Ventures","$16,500,000",Series A,2021
1914,Sarathi,Jodhpur,HealthCare,,"$100,000",Seed,2021
1915,Jidoka Technologies,Chennai,Software,,"$340,000",Seed,2021
1916,Rapido,Bangalore,Transportation,"Skycatcher, Nexus Venture Partners","$43,000,000",Series C,2021
1917,BYJU'S,Bangalore,EdTech,"Tiga Investments, Baron Capital","$150,000,000",,2021
1918,ElasticRun,Pune,E-commerce,"Avataar Venture Partners, Kalaari Capital","$75,000,000",Series D,2021
1919,Avail Finance,Bangalore,FinTech,"Alteria Capital, Matrix Partners India","$3,000,000",Debt,2021
1920,Nivesh,Noida,FinTech,"Raghav Kapur, Indian Angel Network","$1,600,000",Pre-series A,2021
1921,Thingsup,Pune,IoT platform,GSF Accelerator,"$1,000,000",,2021
1922,Arthya Wealth and Investments,Mumbai,FinTech,"Rishi Kumar Bagla, Krishen Lal Khanna","$1,000,000",Pre-series A,2021
1923,Zepto,Mumbai,E-commerce,"Glade Brook Capital, Nexus, Y Combinator",$60000000,,2021
1924,Fi,Bangalore,Financial Services,"Capital Group, Falcon Edge",$50000000,Series B,2021
1925,Kiko Live,Gurugram,Commerce,"Dinesh Agarwal, Amarjit Batra",$1000000,Pre-series A,2021
1926,TurboHire,Hyderabad,Computer Software,"Arcilla, Samir Khosla",$Undisclosed,,2021
1927,The Hosteller,Mumbai,Hospitality,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",$1000000,Pre-series A,2021
1928,SatSure,Bangalore,Defense & Space,Baring PE India,$Undisclosed,,2021
1929,Ruptok Fintech,Delhi,Financial Services,Manuvel Malabar Jewellers,$2000000,Pre-series A,2021
1930,VilCart,Bangalore,Retail,Nabventures,$2000000,,2021
1931,Dogsee Chew,Bangalore,Food & Beverages,Sixth Sense Ventures,$7000000,Pre-series A,2021
1932,Advantage Club,Gurugram,HR Tech,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",$3300000,Pre-series A,2021
1933,TRDR,Bangalore,Financial Services,"Kunal Shah, Snehal Fulzele",$150000,,2021
1934,Zoomcar,Bangalore,Mobility,SternAegis Ventures,$92000000,,2021
1935,Leap India,Mumbai,Logistics & Supply Chain,CDC Group,$10000000,,2021
1936,SuperBottoms,Mumbai,Consumer Goods,Alteria Capital,$400000,,2021
1937,Cora Health,Bangalore,"Health, Wellness & Fitness",Indian Angel Network,$600000,Seed,2021
1938,Battery Smart,Delhi,Renewables & Environment,"Blume Ventures, Orios Ventures",$7000000,Pre-series A,2021
1939,The Good Glamm Group,Pune,Information Technology & Services,"Warburg Pincus﻿, Prosus Ventures",$150000000,Series D,2021
1940,Mosaic Wellness,Mumbai,"Health, Wellness & Fitness",Sequoia,$24000000,Series A,2021
1941,CloudFiles,Bangalore,SaaS startup,Titan Capital,$300000,Pre-seed,2021
1942,The Viral Fever,Mumbai,Entertainment,BlackSoil,$2000000,,2021
1943,Xpand,Delhi,Retail,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",$1500000,Pre-series A,2021
1944,Troo Good,Hyderabad,E-commerce,OAKS Asset Management,$7000000,Series A,2021
1945,Prodo,Delhi,Business Supplies & Equipment,"Titan Capital, LetsVenture",$300000,Pre-seed,2021
1946,Unnati,Noida,FinTech,"Incofin, NabVentures, Orios",$7000000,Series A,2021
1947,Lysto,Bangalore,NFT,BEENEXT,$3000000,Seed,2021
1948,Wakefit,Bangalore,Furniture,SIG,$20000000,Series C,2021
1949,Buyofuel,Coimbatore,Oil & Energy,Inflection Point Ventures,$100000,Seed,2021
1950,ElectricPe,Bangalore,EV,"Blume Ventures, Micelio Fund",$3000000,Seed,2021
1951,Vayana Network,Pune,Financial Services,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",$30000000,Series C,2021
1952,Valuationary,Surat,E-learning,"Ashish Jain, Ajay Surana",$100000,Pre-seed,2021
1953,Knocksense,Lucknow,Online Media,"We Founder Circle, Appyhigh, Mumbai Angels",$150000,,2021
1954,Petpooja,Ahmedabad,Information Technology & Services,"Aroa Ventures, GVFL, Udaan",$4500000,,2021
1955,Wingreens Farms,Gurugram,Food & Beverages,"Investcorp, Omidyar Network",$17000000,,2021
1957,EyeMyEye,Gurugram,Eyewear,2000000,$2000000,Pre-series A,2021
1958,Bombay Hemp Company,Mumbai,Textiles,"Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",$2000000,,2021
1959,DGV,Bangalore,Information Technology & Services,"Info Edge Ventures, Omnivore",$3000000,Pre-series A,2021
1960,GuardianLink,Chennai,Information Technology & Services,Kalaari Capital,$12000000,Series A,2021
1961,Clinikk,Bangalore,Hospital & Health Care,MassMutual Ventures,$4000000,Pre-series A,2021
1962,Toplyne,Bangalore,Computer Software,"Sequoia Capital , Together Fund",$2500000,,2021
1963,Mensa,Bangalore,D2C,"Alpha Wave Ventures, Falcon Edge Capital",$135000000,Series B,2021
1964,GENLEAP,Haryana,Professional Training & Coaching,"Vivek Vaidya, Kevin Donlon, Ayush Singh",$8000000,Seed,2021
1965,Planys,Chennai,Maritime,"Kieretsu Forum, Lets Venture, Shell",$1600000,Pre-series A,2021
1966,Wonderchef,Mumbai,Consumer Goods,"Sixth Sense Ventures, Godrej Family office, Malpani Group",$20000000,,2021
1967,GoKwik,Delhi,Information Technology & Services,Sequoia Capital India,$15000000,Series A,2021
1968,Velocity,Bangalore,Financial Services,Valar Ventures,$20000000,Series A,2021
1969,SalaryBox,Gurugram,Financial Services,"Y-Combinator, AME Cloud Ventures, Gokul Rajaram",$4000000,Seed,2021
1970,Boingg,Gurugram,Furniture,Inflection Point Ventures,$200000,Seed,2021
1972,Tickertape,Bangalore,Financial Services,Smallcase,$5000000,,2021
1973,Zenpay Solutions,Delhi,Financial Services,"The StarupLab, AngelBay",$Undisclosed,,2021
1974,Disprz,Mumbai,E-learning,"Dallas Venture Capital, Mars Growth Capital",$13000000,Series B,2021
1976,Inzpira,Trivandrum,E-learning,"Raj Nair, Gopinath Latpate",$300000,Seed,2021
1977,Defy,Bangalore,Financial Services,"Y Combinator, Goat VC, JAM Fund, Goodwater Capital",$5500000,,2021
1978,Mindhouse,Gurugram,"Health, Wellness & Fitness","Binny Bansal, General Catalyst",$6000000,Seed,2021
1979,Homversity,Ahmedabad,Housing Marketplace,,"$$1,55,000",,2021
1980,Toppersnotes,Jaipur,Education Management,Inflection Point Ventures,$1000000,Seed,2021
1981,NoBroker.com,Bangalore,Real Estate,"General Atlantic, Tiger Global, Moore Strategic Ventures",$2100000,Series E,2021
1982,Haber,Pune,Industrial Automation,Ascent Capital,$20000000,Series B,2021
1983,True Balance,Gurugram,Financial Services,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja",$30000000,,2021
1984,Recordent,Hyderabad,Financial Services,"Family Office of Kantamaneni, IIM Calcutta Innovation Park",$400000,,2021
1985,Koparo,Delhi,Consumer Goods,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners",$700000,Seed,2021
1986,Indifi,Gurugram,Financial Services,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel",$40000000,,2021
1987,Settl,Bangalore,Real Estate,"ah! Ventures, We Founder Circle",$500000,Seed,2021
1988,Park+,Delhi,Tech startup,"Sequoia Capital, Matrix Partners",$25000000,Series B,2021
1989,Simple Energy,Bangalore,Automotive,,$21000000,Pre-series,2021
1990,Dream Sports,Mumbai,Sports,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global",$840000000,,2021
1991,Spinny,Gurugram,Automotive,"Abu Dhabi Growth Fund, Tiger Global",$248000000,Series E,2021
1992,Rentomojo,Bangalore,Furniture Rental,"Accel, Bain Capital",$10000000,,2021
1993,Slice,Bangalore,Financial Services,"Tiger Global, Insight Partners",$220000000,Series B,2021
1994,21K School,Bangalore,E-learning,Ronnie Screwvala,$5000000,Pre-series A,2021
1995,Adda247,Gurugram,E-learning,WestBridge Capital,$20000000,Series B,2021
1996,Loop Health,Pune,Hospital & Health Care,"Elevation, General Catalyst",$12000000,,2021
1997,Rupifi,Bangalore,Financial Services,Alteria Capital,$1000000,Debt,2021
1998,RENEE Cosmetics,Ahmedabad,Cosmetics,"Equanimity Ventures, 9Unicorns",$1500000,Pre-series A,2021
1999,Svish,Gurugram,Consumer Goods,Nueva,$400000,Seed,2021
2000,Progcap,Delhi,FinTech,Tiger Global,$30000000,Series C,2021
2001,Smartstaff,Bangalore,Recruitment,"Blume Ventures, Nexus Venture Partners",$4300000,,2021
2002,D’Moksha Homes,Mumbai,Textiles,"Apoorva Sharma, The Chennai Angels, Karthik Bhat",$570000,Seed,2021
2003,ANS Commerce,Gurugram,E-commerce,"Gokul Rajaram, Venture Catalysts",$2200000,Pre-series A,2021
2004,Mobileware Technologies,Mumbai,Information Technology & Services,Kvanto Payment Services,$4700000,,2021
2005,GramCover,Noida,Insurance,"Siana Capital, Inflexor Ventures, Stride Ventures",$7000000,Series A,2021
2006,BYJU'S,Bangalore,EdTech,"Oxshott Capital Partners, XN Exponent, Edelweiss",$300000000,,2021
2007,Hyperface,Bangalore,Information Technology & Services,"Kunal Shah, Better Capital",$1300000,,2021
2008,Licious,Bangalore,Food & Beverages,,$52000000,Series G,2021
2009,Chalo,Mumbai,Mobility,"Lightrock India, Filter Capital",$40000000,Series C,2021
2010,Kaar Technologies,Chennai,Information Technology & Services,BlackSoil,$4000000,,2021
2011,Kissan Pro,Jharkhand,Farming,EKKI,$Undisclosed,,2021
2012,Sunstone Eduversity,Gurugram,EdTech,WestBridge Capital,$28000000,Series B,2021
2013,Ozonetel,Hyderabad,Telecommunications,Stakeboat Capital,$5000000,Series A,2021
2014,CoinSwitch Kuber,Bangalore,Crypto,"Coinbase Ventures, Andreessen Horowitz",$260000000,Series C,2021
2015,Pazcare,Bangalore,Insurance,"BEENEXT, 3one4 Capital",$3500000,Seed,2021
2016,kWh Bikes,Bangalore,Automotive,"Let’s Venture, Better Capital",$2000000,Seed,2021
2017,IBSFINtech,Bangalore,Information Technology & Services,,$1000000,Pre-series A,2021
2018,LeadSquared,Bangalore,Computer Software,International Finance Corporation,$Undisclosed,,2021
2019,Phool.co,Kanpur,Renewables & Environment,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation",$Undisclosed,,2021
2020,Twin Health,Chennai,"Health, Wellness & Fitness","Sequoia Capital India, ICONIQ Capital, Perceptive Advisors",$140000000,Series C,2021
2021,Trica,Mumbai,Equity Management,LetsVenture,$3000000,Seed,2021
2022,mHealth,Delhi,"Health, Wellness & Fitness",India Accelerator,$Undisclosed,Seed,2021
2023,Rebel Foods,Mumbai,Cloud kitchen,Qatar Investment Authority,$175000000,Series F,2021
2024,ProfitWheel,Mumbai,Marketing & Advertising,"Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani",$3000000,Seed,2021
2025,Log 9 Materials,Bangalore,Nanotechnology,Petronas Ventures,$2000000,,2021
2026,Chingari,Bangalore,Entertainment,Solana,$19000000,,2021
2027,Ishitva,Ahmedabad,Computer Software,Inflection Point Ventures,$1000000,Pre-series A,2021
2028,Ola Electric,Bangalore,Automotive,"Falcon Edge, Softbank",$200000000,,2021
2029,leap.club,Gurugram,Community,"Enzia Ventures, Kunal Shah",$810000,Pre-series A,2021
2030,F5,Delhi,Retail,Auxano Capital,$600000,Pre-series A,2021
2031,ForeignAdmits,Bangalore,Higher Education,Unicorn India Ventures,$400000,Seed,2021
2032,SALT,Bangalore,Financial Services,"Prashant Pansare, Supermorpheus",$500000,Pre-seed,2021
2033,EarnWealth,Pune,Financial Services,,$500000,Pre-series A,2021
2034,Visit Health,Delhi,"Health, Wellness & Fitness",Docprime Technologies,$7500000,,2021
2035,Crater.Club,Bangalore,Media,LC Nueva AIF,$700000,Seed,2021
2036,NFTically,Gurugram,NFT,"Nitish Mittersain, Gaurav Munjal",$1000000,Seed,2021
2037,ReshaMandi,Bangalore,B2B,"9Unicorns, Venture Catalysts, Sandeep Singhal",$30000000,Series A,2021
2038,Zetwerk,Bangalore,Mechanical Or Industrial Engineering,TradeCred,$600000000,,2021
2039,Hubilo,Ahmedabad,Software Startup,Alkeon Capital,$125000000,Series B,2021
2040,M2P Fintech,Chennai,Financial Services,Tiger Global,$35000000,Series C,2021
2041,Open Financial Technologies,Bangalore,Financial Services,"Temasek, Google, SBI Investment",$90000000,Series C,2021
2042,Niro,Bangalore,Financial Services,Elevar Equity,$3500000,Seed,2021
2043,Wiingy,Bangalore,E-learning,Aroa Ventures,$400000,,2021
2044,CarDekho,Jaipur,Automotive,,$250000000,Series E,2021
2045,Melorra,Bangalore,D2C jewellery,"9Unicorns, Symphony International Holdings Limited, Value Quest",$24000000,,2021
2046,AnKa SumMor,Bangalore,Sales and Distribution,Inflection Point Ventures,$1000000,Pre-series A,2021
2047,Toch.ai,Mumbai,SaaS,,$11000000,Series A,2021
2048,Playto Labs,Bangalore,E-learning,Inflection Point Ventures,$500000,Seed,2021
2049,Fraazo,Mumbai,Food & Beverages,WestBridge Capital,$50000000,Series B,2021
2050,Arcana,Bangalore,Information Technology & Services,"Republic Crypto, Woodstock, DCG, Sahil Lavingia",$2300000,,2021
2051,FloCareer,Bangalore,Information Services,Data Point Capital,$5700000,Series A,2021
2052,Nap Chief,Mumbai,Apparel & Fashion,Titan Capital,$200000,Seed,2021
2053,AcknoLedger,Mumbai,Crypto,"Momentum 6, Basics Capital, Krypital Capital, Shima Capital, Magnus Capital",$1500000,Seed,2021
2054,ApplicateAI,Gurugram,Information Technology & Services,,$30000000,Series A,2021
2055,VLCC Health Care,Gurugram,"Health, Wellness & Fitness",,$4000000,,2021
2056,Duroflex,Bangalore,Furniture,Norwest Venture Partners,$60000000,,2021
2057,Aviom India,Bhilwara,Financial Services,Sabre Partners,$8000000,Series C,2021
2058,Onato,Bangalore,Computer Software,"Vertex Ventures, Omnivore",$2200000,,2021
2059,Mestastop Solutions,Bangalore,Biotechnology,CIIE.CO,$100000,,2021
2060,SaaS Labs,Noida,SaaS,"Base 10 Partners, Eight Roads Ventures",$17000000,Series A,2021
2061,Devnagri,Noida,Translation & Localization,"enture Catalyst, IPV",$600000,Seed,2021
2062,CRED,Bangalore,Finance,"Tiger Global, Falcon Edge",$250000000,Series E,2021
2063,ConveGenius,Noida,Education Management,"BAce Capital, Heritas Capital, 3Lines Venture Capital",$5000000,Pre-seed,2021
2064,Totality,Gurugram,Entertainment,"Leo Capital, Mayfield Fund",$1000000,,2021
2065,CredAble,Mumbai,Financial Services,"Plutus Wealth, Oaks Asset Management",$30000000,Series B,2021
2066,MarketWolf,Mumbai,Financial Services,"Anil Thadani, Ashutosh Sinha, Roy van Leeuwen",$5500000,Seed,2021
2067,Wondrlab,Mumbai,Marketing & Advertising,"Pi Ventures LLP, Tanas Capital, Prodapt Holdings",$7000000,Pre-series A,2021
2068,SUN Mobility,Bangalore,Automotive,Vitol,$50000000,,2021
2069,Tamasha,Mumbai,Entertainment,Chiratae Ventures,$3000000,Pre-series A,2021
2070,Revfin,Delhi,Financial Services,"Ruchirans Jaipuria, Rishi Kajaria",$4000000,Pre-series A,2021
2071,Yu Foodlabs,Gurugram,Food & Beverages,"Manish Choksi, Varun Vakil",$1000000,Pre-series A,2021
2072,MergerDomo,Delhi,Investment Banking,Nadir B Godrej,$500000,,2021
2073,FarMart,Gurugram,Farming,Matrix Partners India,$10000000,Series A,2021
2074,Questt,Gurugram,EdTech,Celesta Capital,$6750000,Series A,2021
2075,IDfy,Mumbai,Information Technology & Services,"TransUnion, Blume Ventures",$10000000,Series D,2021
2076,ClearDekho,Ghaziabad,Retail,Aroa Ventures,$4000000,Pre-series A,2021
2077,BookingJini,Gurugram,Hospitality,Mumbai Angels Network,$1200000,Pre-series A,2021
2078,Sourcewiz,Gurugram,Information Technology & Services,"Blume, Alpha Wave Incubation",$3000000,Seed,2021
2079,Tvasta,Chennai,Mechanical Or Industrial Engineering,Habitat for Humanity International,$400000,,2021
2080,Kafqa Academy,Bangalore,E-learning,"Global Founders Capital, Enzia Ventures, Better Capital",$1300000,Seed,2021
2081,Trell,Bangalore,Social commerce,Amazon,$100000000,,2021
